date,countryiso3code,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.GD.ZS,SP.ADO.TFRT,SP.POP.GROW,SP.POP.TOTL,SP.DYN.CBRT.IN,SP.DYN.TFRT.IN,SP.DYN.LE00.IN,SP.DYN.IMRT.IN,SH.STA.SUIC.P5,NCD_BMI_25A,NY.GDP.MKTP.KN,NCD_HYP_PREVALENCE_A
2002,BGD,9.34001255,2.25972915,106.017,182005804676631,132478077,26.132,2.973,66.43,57.0,5.3,37.5,"9046466756335,4",85.8
2002,IND,20.23548126,4.24016666,60.159,168956166096073,1093317187,25.489,3.176,63.304,62.1,16.1,38.8,47079838113700,93.5
2002,LKA,42.84844971,4.1731143,27.904,793958951013405,19062476,18.535,2.254,73.085,13.4,21.0,46.0,3966294299500,95.9
2002,NPL,10.71954441,3.92991233,104.87,154268753767782,24725625,29.236,3.593,63.57,53.1,8.0,40.7,"1077472835034,95",106.9
2002,PAK,15.18973827,2.82704878,51.117,241700252616766,149549695,33.376,4.774,63.3,80.9,9.1,58.2,17823337328912,118.4
2003,AFG,17.03574371,8.94125843,143.7648,466834379545461,23680871,46.231,7.148,57.271,82.7,5.0,46.7,491702820800,110.7
2003,BGD,10.27598572,2.30958843,103.6338,173126920257465,134791598,25.439,2.876,66.886,54.3,5.1,38.8,"9475230145494,92",85.7
2003,IND,21.99779892,4.0084796,57.039,165149126857663,1111523146,25.034,3.109,63.699,60.0,15.3,40.0,50780492987500,94.0
2003,LKA,42.36933517,3.76927328,26.781,843957574114613,19224036,18.574,2.263,73.799,13.0,20.9,47.4,4201902853300,96.2
2003,NPL,11.33715725,3.84753466,101.6756,142656476205225,25080880,28.105,3.422,64.165,50.6,7.8,42.2,"1119979545236,7",107.4
2003,PAK,14.45083237,2.43137884,49.6102,234192576063281,153093371,32.781,4.648,63.522,79.3,9.1,59.9,"18852997584914,9",119.2
2004,AFG,20.4127636,9.80847359,141.0966,432155951673842,24726689,45.507,7.016,57.772,80.0,5.0,48.2,498656078800,111.2
2004,BGD,11.08631516,2.33950281,101.2506,161519953685618,136986429,24.742,2.782,67.331,51.8,4.9,40.1,"9971687947309,27",85.5
2004,IND,25.06458473,3.95739222,53.919,161530829494259,1129623466,24.571,3.041,64.095,57.8,15.2,41.3,54803799258600,94.4
2004,LKA,50.92406845,4.17515802,25.658,844925912065483,19387153,18.592,2.271,74.337,17.7,21.8,48.8,4430699038500,96.5
2004,NPL,13.22838974,4.03734398,98.4812,134043807273783,25419337,27.037,3.263,64.729,48.2,7.7,43.5,"1172423743805,34",107.8
2004,PAK,15.63451576,2.3472271,48.1034,230598367710782,156664698,32.239,4.528,63.736,77.9,9.2,61.7,"20275806921349,7",120.0
2005,AFG,23.89050102,9.94828987,138.4284,368269988149014,25654274,44.723,6.875,58.29,77.3,5.0,49.6,554653734400,111.7
2005,BGD,11.60705376,2.41363597,98.8674,148474696408995,139035505,24.053,2.691,67.773,49.4,4.9,41.5,"10623431981186,2",85.3
2005,IND,27.66702271,3.79116249,50.799,157970914338086,1147609924,24.087,2.972,64.5,55.7,15.5,42.6,59146140270800,94.7
2005,LKA,57.3034668,4.00972462,24.535,810825506471785,19544988,18.576,2.276,74.695,12.2,28.6,50.2,4707252109100,97.1
2005,NPL,14.45738506,3.94221067,95.2868,12710828466829,25744500,26.061,3.118,65.264,45.9,7.9,44.9,"1213214488456,88",108.2
2005,PAK,19.88389397,2.70793724,46.5966,229642161843433,160304007,31.755,4.416,63.951,76.6,9.0,63.4,"21597541777242,7",120.7
2006,AFG,27.83657074,10.62276554,135.7602,29905238360968,26433058,43.87,6.722,58.826,74.6,4.9,51.2,584368771600,112.3
2006,BGD,12.33577824,2.48439622,96.4842,134712103146787,140921154,23.384,2.604,68.213,47.0,5.0,43.1,"11332217268743,3",85.1
2006,IND,29.56233788,3.63477802,47.679,15456964390645,1165486291,23.564,2.899,64.918,53.6,15.6,43.9,63913752465300,94.9
2006,LKA,65.39842987,3.97986174,23.412,769551641465596,19695977,18.513,2.278,74.904,11.6,18.3,51.8,5068217941300,97.5
2006,NPL,13.94222355,3.5361805,92.0924,124371268713365,26066687,25.196,2.986,65.773,43.8,7.7,46.5,"1254034482537,66",108.6
2006,PAK,24.99266052,3.00717139,45.0898,229323255388171,164022626,31.332,4.31,64.176,75.4,9.2,65.2,"22871577406385,1",121.5
2007,AFG,31.27183914,9.90467453,133.092,249383039084495,27100542,42.944,6.555,59.375,71.9,4.8,52.9,665165465300,112.9
2007,BGD,14.31881523,2.55897784,94.101,122663050489361,142660381,22.747,2.523,68.648,44.8,4.9,44.5,"12132113083960,2",84.8
2007,IND,35.85623932,3.51754165,44.559,150922198555755,1183209471,22.996,2.823,65.35,51.5,15.3,45.3,68810066842800,95.0
